VersionIndex,VersionName,MethodFQN,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,Buggy,BodyHash
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences#parseFrom(java.io.InputStream,com.google.protobuf.ExtensionRegistryLite)",3,2,0,0,1,0,1,1,3,0,3,3.0,0,no,8ec697515b6c9ee495a9f0ec1b3ffd650d9b14128fb00d4114108f2ef76de2a7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences#toBuilder(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,50ed0f614df4d55cba56516f41e9dc7c00cacdd99b2ba137257be09a689ead8e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences#writeReplace(),3,0,0,0,2,0,1,1,3,0,3,3.0,0,no,e7b0d9e331a7472da2c0ebeacefb2ddf33f6c603d6fb5c4e9404621110a9f32a
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences#writeTo(com.google.protobuf.CodedOutputStream),16,1,4,1,4,0,4,2,17,1,10,4.5,0,no,3184d39538bf421d05e0bafe3f708bb399b7aacf866768717892d8c028f781a0
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#<init>(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,804ce54089f842454c7fcd2938251144c189169366946a151c8b5c1bdbfeaedf
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#<init>(BuilderParent),4,1,0,0,0,0,1,1,4,0,4,4.0,0,no,677485cb4dffbe4bde4eeb791d8c1a0bed373249b8463ee15d0d327462b97408
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#build(),7,0,1,1,2,1,1,1,7,0,7,7.0,0,no,6fccebdc22ad3d0e2e3c8068c09c4d7068a3ac00446e6c6c08fd71f469fe9401
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#buildParsed(),7,0,1,1,2,1,1,1,7,0,7,7.0,0,no,d60ce878215b0db149f1a3abc7787aaa9058e20d6e030e43aedd6d428b85d0d1
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#buildPartial(),28,0,5,1,9,3,4,2,29,1,20,7.5,0,no,6bd09c2050a535ca6c1ed26aff9a31ea81e36414b5db4f6d37c0a3fa2302adcf
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clear(),16,0,1,1,5,0,4,2,17,1,12,4.5,0,no,619b77cd188358956e7d0b5da5327454c9c150eb23ebe515dc053272911963e0
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clearMessageBound(),6,0,0,0,1,0,1,1,6,0,6,6.0,0,no,59d8e222b2a6fbe7f50df38e8b50ce70552dae80ad6747799a5db9da3e1f2249
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clearMessageFilter(),6,0,0,0,1,0,1,1,6,0,6,6.0,0,no,195f7168290b6a572c5f1dbb96fb8704ef32847e2227d93597ebc8fe86592482
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clearMessageWindowSize(),6,0,0,0,1,0,1,1,6,0,6,6.0,0,no,6a8116762228e24d95a35eb7b67403960cb97eac0dbeb5675eda2c3d96b7bb5e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clearOptions(),10,0,1,1,2,0,1,1,10,0,10,10.0,0,no,e541099f2cfd08f0f772fe18685152135620ab691c0a11fa4b3d3385ca9392b0
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#clone(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,796fbb79b508e9d26d2c32880315ee5475f70a952bb48bed855f53b599d46ed6
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#create(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,a87b8e215a84c9a5e7b5d920dc4156f5987fabf5afdc36d39529360c9162a62e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getDefaultInstanceForType(),3,0,0,0,2,0,1,1,3,0,3,3.0,0,no,7f92da60a893afb5e8384285df58bf42d2396c5b2a31d5ef26156f51ba76adf7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getDescriptor(),3,0,0,0,2,0,1,1,3,0,3,3.0,0,no,3280b708868017010a71c04634fd347eede014dac4626858bb4212d9e49b45c9
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getDescriptorForType(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,fc189d311cf42e339eebac58e9f62cfd9cc1b5b439918c3dcef0f978ef6b409c
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getMessageBound(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,d0ca8b47d456d717ff64fd22e7c5847cfa48ba52d82b1c8afaae5bbd57b82316
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getMessageFilter(),10,0,1,1,1,2,1,1,10,0,10,10.0,0,no,e18ea5b555ec6c7f12ba788d39426c51e97dede61bd2fab0269ad304bfbf2b62
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getMessageWindowSize(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,a9bc8e0488ceac91dcd0b51c229cb73cf0a923984596900a4132e75ddf28577c
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getOptions(),7,0,1,1,1,0,1,1,7,0,7,7.0,0,no,5f06f3573ee039d061598d8c1e981e61c77f970fa202b72d21f2f9c96c956eb4
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getOptionsBuilder(),5,0,0,0,1,0,1,1,5,0,5,5.0,0,no,ceb1cb3926fe966fd70bb936b5fe153489e373651e712c3dab6864d6c6f39b7a
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getOptionsFieldBuilder(),7,0,1,1,6,0,1,1,7,0,7,7.0,0,no,e283122cc78054c5a3812d571d03b4c31b719befccf87bdd2e63aa64ff9fbba7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#getOptionsOrBuilder(),7,0,1,1,1,0,1,1,7,0,7,7.0,0,no,ec05508df05474d35d49afe1b5ece71cf48828495b9bc398a7797f7178d8822a
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#hasMessageBound(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,d49b59a52e56cd1884c91528100596c5c4a8eb534700184ccf456ec9ce804db4
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#hasMessageFilter(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,986fd29e809c6a0938f2f1bd4e17424b0ad1e9f008c7557d61b82a66bc4f3c3f
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#hasMessageWindowSize(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,544c1d799c3db10fed6873c61949e1262925d507895eb292ede9baf528c2ebb8
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#hasOptions(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,f175976af1b90cc70dc6f34409aad40bf33f4ce13c78d285bfab070cb07a7ab3
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#internalGetFieldAccessorTable(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,58d85802abc70632986a419dfe71ff1d980797aca0bfe435f3988e80510a1991
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#isInitialized(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,b48df3a0d50249a5a6977b8a461d1f0e024d031643d2223a4f834663b2690762
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#maybeForceBuilderInitialization(),5,0,1,1,0,0,1,1,5,0,5,5.0,0,no,4a047983b0d6c0f4cbd5ca45609121b61c8aeb1ea196aa3a480208710e2ca1d2
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#mergeFrom(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)",49,2,9,3,3,3,4,2,50,1,37,12.75,0,no,30cd2d2676e6cf10d040f2f1ee890f35e8ba83e6ee1b214cb1f4049428402f5e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#mergeFrom(com.google.protobuf.Message),8,1,1,1,2,0,1,1,8,0,8,8.0,0,no,f67ed7ec7886e747da2efac9115c3e90b71abc5b396715e5faa14d2d68794cf2
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),18,1,5,1,3,0,4,2,19,1,12,5.0,0,no,5249dedff7bcf3d980fa48b85ea545b7bd0d37767cf2eb33b030ce8aecd550e1
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#mergeOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),14,1,2,2,4,0,1,1,14,0,14,14.0,0,no,21d3b3edd41b98ec1b597a343fe1fac7d4c47cf7a769060eb4b8698e4697f0e1
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setMessageBound(int),6,1,0,0,0,0,1,1,6,0,6,6.0,0,no,7cb254e0c3113adfed8ee80b89670c86162c129ca22e71edf3dd5450f4faea36
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setMessageFilter(String),9,1,1,1,0,0,1,1,9,0,9,9.0,0,no,79429de2ce230a7d3d2d01f61cf36e16b2fbb77ae8d8e2a7671ef3f60b1e1167
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setMessageFilter(com.google.protobuf.ByteString),5,1,0,0,0,0,1,1,5,0,5,5.0,0,no,394519a59aab3a01fae9841879dc4b72c67a60e5cd48d4c67c97799b1653e205
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setMessageWindowSize(int),6,1,0,0,0,0,1,1,6,0,6,6.0,0,no,0a784bfce11e552694061c646394265b53ad5572dc439b8359d832b29540b311
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),13,1,2,2,1,0,1,1,13,0,13,13.0,0,no,5b1745a21d4211626b81af23637baccb761c20e0dff1f383d7df726428fbd48f
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferences$Builder#setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map.Builder),10,1,1,1,1,0,1,1,10,0,10,10.0,0,no,4a63acc9c7c2b5647997af5a034d3c3956407d11c72e60c0508007cfe0b567cb
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#getMessageBound(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#getMessageFilter(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#getMessageWindowSize(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#getOptions(),0,0,0,0,1,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#getOptionsOrBuilder(),0,0,0,0,1,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#hasMessageBound(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#hasMessageFilter(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#hasMessageWindowSize(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionPreferencesOrBuilder#hasOptions(),0,0,0,0,0,0,1,1,0,0,0,0.0,0,no,NULL_METHOD_HASH
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#<init>(Builder),3,1,0,0,0,0,1,1,3,0,3,3.0,0,no,bb944de979bc7108fc0ce4cbb371671888308bb580d16a07c8ae1535b93842fc
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#<init>(boolean),2,1,0,0,1,0,1,1,2,0,2,2.0,1,no,257c1be96ae69f4b01c2c69bdb6d78605f59175819fb007d0bf245bf48444c4a
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getDefaultInstance(),3,0,0,0,0,0,1,1,3,0,3,3.0,1,no,02b411aa22eb3daa70bc0448e2ccaae1451572731db0eae6b6ead8d3b4ac3d9b
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getDefaultInstanceForType(),3,0,0,0,0,0,1,1,3,0,3,3.0,1,no,02b411aa22eb3daa70bc0448e2ccaae1451572731db0eae6b6ead8d3b4ac3d9b
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getDescriptor(),3,0,0,0,2,0,1,1,3,0,3,3.0,1,no,c28120fd0f37fcd5cc0b7e30c092afa8665cce9b2e2354942350fe745e89a145
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getMessageBound(),3,0,0,0,0,0,1,1,3,0,3,3.0,0,no,d0ca8b47d456d717ff64fd22e7c5847cfa48ba52d82b1c8afaae5bbd57b82316
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getMsgId(),3,0,0,0,1,0,1,1,3,0,3,3.0,1,no,dabb1aff748862e9ce121ee546990c302d06d236dac4924751d695de853dbd5e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getMsgIdOrBuilder(),3,0,0,0,1,0,1,1,3,0,3,3.0,0,no,dabb1aff748862e9ce121ee546990c302d06d236dac4924751d695de853dbd5e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#getSerializedSize(),15,0,3,1,3,1,3,1,16,1,12,5.666666666666667,1,no,14f9040dc6852335ca03413ef2d5766595a553aaa641354892437020fd24b994
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#hasMessageBound(),3,0,0,0,1,0,2,1,4,1,3,2.5,0,no,d49b59a52e56cd1884c91528100596c5c4a8eb534700184ccf456ec9ce804db4
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#hasMsgId(),3,0,0,0,1,0,2,1,4,1,3,2.5,1,no,f175976af1b90cc70dc6f34409aad40bf33f4ce13c78d285bfab070cb07a7ab3
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#initFields(),4,0,0,0,1,0,2,1,4,0,3,2.0,1,no,f3813e4d2796c25cf0de232f41380c05ab1396ffadc3709304d5d36e072856cd
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#internalGetFieldAccessorTable(),3,0,0,0,1,0,1,1,3,0,3,3.0,1,no,b63169e558a4cf3b403dcf8ed14bf08f659febb1d244119b73d3c02b8c48de0d
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#isInitialized(),15,0,3,1,2,1,2,1,15,0,8,7.5,1,no,211b95f845fc22d3491332d581622e482cf2f04ad5e11aeadd507e81407c0355
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#newBuilder(),3,0,0,0,0,0,1,1,3,0,3,3.0,1,no,c475da5c4e48a70986fbd76997a2564ba6c564baef0f9647c3c6c7a2986476e7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState),3,1,0,0,1,0,1,1,3,0,3,3.0,1,no,1cae6f4744c6c85ce33e26e126e8b509bab8894256e4ca593283f93221f922d7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#newBuilderForType(),3,0,0,0,0,0,1,1,3,0,3,3.0,1,no,90d3aeec2e678df8a8772db95902aa0e55dca312b2b9d7fcdc15edb7516a5b7d
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#newBuilderForType(com.google.protobuf.GeneratedMessage.BuilderParent),4,1,0,0,2,1,1,1,4,0,4,4.0,0,no,4892f7a5af1377a6d429d2813534c4e0265a23193b3199a773e63008a4ee2790
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseDelimitedFrom(java.io.InputStream),8,1,1,1,1,1,1,1,8,0,8,8.0,1,no,9549b5dd0fea804b84be95514ebd934f669b35126667d8866a7c4644ecfca715
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseDelimitedFrom(java.io.InputStream,com.google.protobuf.ExtensionRegistryLite)",8,2,1,1,1,1,1,1,8,0,8,8.0,1,no,a5a4cfa6cd05490f9a07f4092e05c7e9fdf476b97816307a8de1166104627062
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(byte[]),3,1,0,0,1,0,1,1,3,0,3,3.0,1,no,f22069f3ad1bce374b1c86004bd51b41e861d64dc7576e35fa78c6e702d6f2b0
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(byte[],com.google.protobuf.ExtensionRegistryLite)",3,2,0,0,1,0,1,1,3,0,3,3.0,1,no,d2d1aff5142f3c57e3a99987d46d5489d439c799f4daae92d7c5356cce3cc9b3
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(com.google.protobuf.ByteString),3,1,0,0,1,0,1,1,3,0,3,3.0,1,no,f22069f3ad1bce374b1c86004bd51b41e861d64dc7576e35fa78c6e702d6f2b0
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(com.google.protobuf.ByteString,com.google.protobuf.ExtensionRegistryLite)",3,2,0,0,1,0,1,1,3,0,3,3.0,1,no,d2d1aff5142f3c57e3a99987d46d5489d439c799f4daae92d7c5356cce3cc9b3
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(com.google.protobuf.CodedInputStream),3,1,0,0,1,0,1,1,3,0,3,3.0,1,no,ecbc6f0232a571d81d92e6065e7b436619b7409090910071fba69389607131fd
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)",3,2,0,0,1,0,1,1,3,0,3,3.0,1,no,8ec697515b6c9ee495a9f0ec1b3ffd650d9b14128fb00d4114108f2ef76de2a7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(java.io.InputStream),3,1,0,0,1,0,1,1,3,0,3,3.0,1,no,ecbc6f0232a571d81d92e6065e7b436619b7409090910071fba69389607131fd
3,4.1.1,"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#parseFrom(java.io.InputStream,com.google.protobuf.ExtensionRegistryLite)",3,2,0,0,1,0,1,1,3,0,3,3.0,1,no,8ec697515b6c9ee495a9f0ec1b3ffd650d9b14128fb00d4114108f2ef76de2a7
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#toBuilder(),3,0,0,0,0,0,1,1,3,0,3,3.0,1,no,50ed0f614df4d55cba56516f41e9dc7c00cacdd99b2ba137257be09a689ead8e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#writeReplace(),3,0,0,0,2,0,1,1,3,0,3,3.0,0,no,e7b0d9e331a7472da2c0ebeacefb2ddf33f6c603d6fb5c4e9404621110a9f32a
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState#writeTo(com.google.protobuf.CodedOutputStream),10,1,2,1,2,0,3,1,11,1,7,4.0,1,no,b3118bc501fc54097740c42136afb2f2024d13700a72dc45f13dc74c7446515e
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#<init>(),3,0,0,0,0,0,2,1,3,0,2,1.5,1,no,804ce54089f842454c7fcd2938251144c189169366946a151c8b5c1bdbfeaedf
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#<init>(BuilderParent),4,1,0,0,0,0,1,1,4,0,4,4.0,0,no,677485cb4dffbe4bde4eeb791d8c1a0bed373249b8463ee15d0d327462b97408
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#build(),7,0,1,1,2,1,2,1,7,0,6,3.5,1,no,f02b185b7f1d906b4aa57ad08b90e20023b62aed9eec2e80ce8f542992da43cb
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#buildParsed(),7,0,1,1,2,1,2,1,7,0,6,3.5,1,no,aa0dbe657d29052f8a4e11b893e75b92f634ecb93a901ba93540b71531ae452d
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#buildPartial(),20,0,3,1,7,3,2,1,20,0,12,10.0,1,no,75f44b08c70cbedc925aa81b89d4e3d336d93fc23e3f8e787ce94a9bde485530
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#clear(),12,0,1,1,3,0,2,1,12,0,7,6.0,1,no,4a4e212259bc438afd3e0f60725280f57daa01fcc32ff1cc88b535e3216407ba
3,4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/PubSubProtocol$SubscriptionState$Builder#clearMessageBound(),6,0,0,0,1,0,2,1,6,0,5,3.0,0,no,59d8e222b2a6fbe7f50df38e8b50ce70552dae80ad6747799a5db9da3e1f2249
